1.5157e+06,-3.6368e+06,25.604,119.18
1.5157e+06,-3.6368e+06,25.42,118.56
1.5157e+06,-3.6368e+06,25.236,117.95
1.5157e+06,-3.6368e+06,25.052,117.36
1.5157e+06,-3.6368e+06,24.869,116.77
1.5156e+06,-3.6368e+06,25.228,114.65
1.5156e+06,-3.6368e+06,25.765,117.29
1.5156e+06,-3.6368e+06,26.224,119.65
1.5156e+06,-3.6368e+06,26.067,119.06
1.5156e+06,-3.6368e+06,25.91,118.48
1.5156e+06,-3.6368e+06,25.753,117.91
1.5157e+06,-3.6368e+06,25.596,117.35
1.5157e+06,-3.6368e+06,25.439,116.8
1.5157e+06,-3.6368e+06,25.282,116.25
1.5157e+06,-3.6368e+06,25.126,115.72
1.5157e+06,-3.6368e+06,24.969,115.19
1.5157e+06,-3.6368e+06,24.812,114.68
1.5157e+06,-3.6368e+06,24.649,114.08
1.5157e+06,-3.6368e+06,24.427,112.83
1.5155e+06,-3.6368e+06,21.934,99.889
1.5155e+06,-3.6368e+06,22.441,101.74
1.5156e+06,-3.6368e+06,22.949,103.68
1.5156e+06,-3.6368e+06,23.456,105.71
1.5156e+06,-3.6368e+06,23.964,107.84
1.5156e+06,-3.6368e+06,24.472,110.06
1.5156e+06,-3.6368e+06,24.98,112.37
1.5156e+06,-3.6368e+06,25.488,114.78
1.5156e+06,-3.6368e+06,25.924,116.94
1.5156e+06,-3.6368e+06,25.794,116.43
1.5156e+06,-3.6368e+06,25.664,115.93
1.5156e+06,-3.6368e+06,25.534,115.43
1.5157e+06,-3.6368e+06,25.404,114.95
1.5157e+06,-3.6368e+06,25.274,114.47
1.5157e+06,-3.6368e+06,25.145,114
1.5157e+06,-3.6368e+06,25.015,113.53
1.5157e+06,-3.6368e+06,24.886,113.08
1.5157e+06,-3.6368e+06,24.756,112.63
1.5157e+06,-3.6368e+06,24.617,112.11
1.5157e+06,-3.6368e+06,24.397,110.98
1.5157e+06,-3.6368e+06,24.178,109.9
1.5155e+06,-3.6368e+06,20.985,94.216
1.5155e+06,-3.6368e+06,20.95,94.507
1.5155e+06,-3.6368e+06,20.916,94.797
1.5155e+06,-3.6368e+06,20.882,95.085
1.5155e+06,-3.6368e+06,20.906,95.509
1.5155e+06,-3.6368e+06,21.384,97.057
1.5155e+06,-3.6368e+06,21.862,98.686
1.5155e+06,-3.6368e+06,22.34,100.39
1.5156e+06,-3.6368e+06,22.818,102.18
1.5156e+06,-3.6368e+06,23.297,104.05
1.5156e+06,-3.6368e+06,23.775,106
1.5156e+06,-3.6368e+06,24.253,108.03
1.5156e+06,-3.6368e+06,24.732,110.14
1.5156e+06,-3.6368e+06,25.21,112.33
1.5156e+06,-3.6368e+06,25.623,114.3
1.5156e+06,-3.6368e+06,25.52,113.86
1.5156e+06,-3.6368e+06,25.418,113.44
1.5156e+06,-3.6368e+06,25.315,113.02
1.5157e+06,-3.6368e+06,25.212,112.6
1.5157e+06,-3.6368e+06,25.11,112.19
1.5157e+06,-3.6368e+06,25.007,111.79
1.5157e+06,-3.6368e+06,24.905,111.39
1.5157e+06,-3.6368e+06,24.803,111
1.5157e+06,-3.6368e+06,24.7,110.62
1.5157e+06,-3.6368e+06,24.585,110.17
1.5157e+06,-3.6368e+06,24.368,109.17
1.5157e+06,-3.6368e+06,24.15,108.2
1.5157e+06,-3.6368e+06,23.933,107.28
1.5158e+06,-3.6368e+06,23.715,106.4
1.5155e+06,-3.6368e+06,21.01,92.974
1.5155e+06,-3.6368e+06,20.976,93.267
1.5155e+06,-3.6368e+06,20.941,93.559
1.5155e+06,-3.6368e+06,20.907,93.849
1.5155e+06,-3.6368e+06,20.873,94.138
1.5155e+06,-3.6368e+06,20.893,94.55
1.5155e+06,-3.6368e+06,21.342,95.989
1.5155e+06,-3.6368e+06,21.791,97.495
1.5155e+06,-3.6368e+06,22.239,99.07
1.5156e+06,-3.6368e+06,22.688,100.71
1.5156e+06,-3.6368e+06,23.137,102.43
1.5156e+06,-3.6368e+06,23.586,104.21
1.5156e+06,-3.6368e+06,24.035,106.05
1.5156e+06,-3.6368e+06,24.484,107.97
1.5156e+06,-3.6368e+06,24.933,109.96
1.5156e+06,-3.6368e+06,25.323,111.73
1.5156e+06,-3.6368e+06,25.247,111.37
1.5156e+06,-3.6368e+06,25.172,111.01
1.5156e+06,-3.6368e+06,25.096,110.66
1.5157e+06,-3.6368e+06,25.021,110.31
1.5157e+06,-3.6368e+06,24.945,109.97
1.5157e+06,-3.6368e+06,24.87,109.63
1.5157e+06,-3.6368e+06,24.795,109.3
1.5157e+06,-3.6368e+06,24.72,108.97
1.5157e+06,-3.6368e+06,24.644,108.65
1.5157e+06,-3.6368e+06,24.554,108.27
1.5157e+06,-3.6368e+06,24.338,107.39
1.5157e+06,-3.6368e+06,24.122,106.54
1.5157e+06,-3.6368e+06,23.907,105.72
1.5158e+06,-3.6368e+06,23.691,104.94
1.5158e+06,-3.6368e+06,23.476,104.19
1.5158e+06,-3.6368e+06,23.261,103.47
1.5154e+06,-3.6368e+06,20.923,89.796
1.5154e+06,-3.6368e+06,21.173,90.55
1.5154e+06,-3.6368e+06,21.138,90.849
1.5154e+06,-3.6368e+06,21.104,91.147
1.5154e+06,-3.6368e+06,21.069,91.444
1.5155e+06,-3.6368e+06,21.035,91.74
1.5155e+06,-3.6368e+06,21.001,92.035
1.5155e+06,-3.6368e+06,20.967,92.328
1.5155e+06,-3.6368e+06,20.932,92.621
1.5155e+06,-3.6368e+06,20.898,92.911
1.5155e+06,-3.6368e+06,20.864,93.2
1.5155e+06,-3.6368e+06,20.881,93.602
1.5155e+06,-3.6368e+06,21.3,94.931
1.5155e+06,-3.6368e+06,21.719,96.318
1.5155e+06,-3.6368e+06,22.139,97.763
1.5156e+06,-3.6368e+06,22.558,99.266
1.5156e+06,-3.6368e+06,22.978,100.83
1.5156e+06,-3.6368e+06,23.397,102.44
1.5156e+06,-3.6368e+06,23.817,104.12
1.5156e+06,-3.6368e+06,24.236,105.85
1.5156e+06,-3.6368e+06,24.656,107.64
1.5156e+06,-3.6368e+06,25.023,109.25
1.5156e+06,-3.6368e+06,24.974,108.95
1.5156e+06,-3.6368e+06,24.926,108.66
1.5156e+06,-3.6368e+06,24.878,108.37
1.5157e+06,-3.6368e+06,24.829,108.08
1.5157e+06,-3.6368e+06,24.781,107.8
1.5157e+06,-3.6368e+06,24.733,107.52
1.5157e+06,-3.6368e+06,24.685,107.25
1.5157e+06,-3.6368e+06,24.637,106.98
1.5157e+06,-3.6368e+06,24.589,106.72
1.5157e+06,-3.6368e+06,24.522,106.4
1.5157e+06,-3.6368e+06,24.308,105.64
1.5157e+06,-3.6368e+06,24.095,104.9
1.5157e+06,-3.6368e+06,23.881,104.19
1.5158e+06,-3.6368e+06,23.668,103.5
1.5158e+06,-3.6368e+06,23.454,102.85
1.5158e+06,-3.6368e+06,23.241,102.22
1.5158e+06,-3.6368e+06,23.028,101.62
1.5154e+06,-3.6367e+06,20.629,88.065
