1.5154e+06,-3.6367e+06,19.749,83.023
1.5155e+06,-3.6367e+06,20.967,88.381
1.5156e+06,-3.6367e+06,22.342,94.701
1.5157e+06,-3.6367e+06,24.125,99.657
1.5158e+06,-3.6367e+06,23.368,97.641
1.5159e+06,-3.6367e+06,22.751,97.22
1.5151e+06,-3.6366e+06,18.94,56.539
1.5152e+06,-3.6366e+06,18.413,60.794
1.5153e+06,-3.6366e+06,19.178,65.692
1.5154e+06,-3.6366e+06,20.947,71.941
1.5155e+06,-3.6366e+06,21.248,76.794
1.5156e+06,-3.6366e+06,22.403,81.38
1.5157e+06,-3.6366e+06,24.406,84.689
1.5158e+06,-3.6366e+06,23.098,84.338
1.5159e+06,-3.6366e+06,21.149,86.394
1.5148e+06,-3.6365e+06,17.494,38.679
1.5149e+06,-3.6365e+06,17.17,40.699
1.515e+06,-3.6365e+06,18.472,44.454
1.5151e+06,-3.6365e+06,19.093,48.849
1.5152e+06,-3.6365e+06,19.055,53.514
1.5153e+06,-3.6365e+06,18.966,57.515
1.5154e+06,-3.6365e+06,18.568,61.843
1.5155e+06,-3.6365e+06,19.265,66.824
1.5156e+06,-3.6365e+06,21.159,71.306
1.5157e+06,-3.6365e+06,23.106,74.672
1.5158e+06,-3.6365e+06,22.363,74.698
1.5159e+06,-3.6365e+06,21.047,75.186
1.516e+06,-3.6365e+06,20.546,76.891
1.5145e+06,-3.6364e+06,22.762,43.009
1.5146e+06,-3.6364e+06,22.207,38.086
1.5147e+06,-3.6364e+06,20.701,33.044
1.5148e+06,-3.6364e+06,20.569,32.107
1.5149e+06,-3.6364e+06,19.404,33.995
1.515e+06,-3.6364e+06,19.442,38.731
1.5151e+06,-3.6364e+06,19.316,43.59
1.5152e+06,-3.6364e+06,19.787,49.485
1.5153e+06,-3.6364e+06,19.321,52.083
1.5154e+06,-3.6364e+06,17.593,55.069
1.5155e+06,-3.6364e+06,18.826,59.788
1.5156e+06,-3.6364e+06,19.879,63.047
1.5157e+06,-3.6364e+06,21.313,65.862
1.5158e+06,-3.6364e+06,21.875,67.801
1.5159e+06,-3.6364e+06,21.316,67.499
1.516e+06,-3.6364e+06,20.839,68.163
1.5161e+06,-3.6364e+06,20.349,68.669
1.5172e+06,-3.6364e+06,25.164,53.86
1.5173e+06,-3.6364e+06,27.334,51.766
1.5174e+06,-3.6364e+06,29.437,49.418
