X,Y,pred,s
1514233.04,-3635044.1,18.01049,3.586356
1514243.04,-3635044.1,18.198567,3.597334
1514253.04,-3635044.1,18.386661,3.60889
1514263.04,-3635044.1,18.574784,3.621029
1514273.04,-3635044.1,18.762947,3.633754
1514283.04,-3635044.1,18.951162,3.647065
1514293.04,-3635044.1,19.139442,3.660963
1514303.04,-3635044.1,19.327798,3.675444
1514313.04,-3635044.1,19.51888,3.691541
1514323.04,-3635044.1,19.730847,3.717587
1514333.04,-3635044.1,19.94293,3.746368
1514343.04,-3635044.1,20.155141,3.777822
1514353.04,-3635044.1,20.367495,3.811881
1514363.04,-3635044.1,20.580006,3.848477
1514373.04,-3635044.1,20.792687,3.887536
1514383.04,-3635044.1,21.005553,3.928983
1514393.04,-3635044.1,21.218617,3.972741
1514403.04,-3635044.1,21.431894,4.018731
1514413.04,-3635044.1,21.579178,4.059594
1514423.04,-3635044.1,21.204701,4.045599
1514433.04,-3635044.1,20.830478,4.034524
1514443.04,-3635044.1,20.456522,4.026392
1514453.04,-3635044.1,20.082847,4.021217
1514463.04,-3635044.1,19.709464,4.019011
1514473.04,-3635044.1,19.336388,4.019777
1514483.04,-3635044.1,18.963629,4.023512
1514493.04,-3635044.1,18.591199,4.030208
1514503.04,-3635044.1,18.219108,4.039851
1514513.04,-3635044.1,17.848332,4.050086
1514523.04,-3635044.1,17.485512,4.043798
1514533.04,-3635044.1,17.123062,4.038597
1514543.04,-3635044.1,16.76099,4.034491
1514553.04,-3635044.1,16.399305,4.031486
1514563.04,-3635044.1,16.038014,4.029591
1514573.04,-3635044.1,15.677125,4.028812
1514583.04,-3635044.1,15.316645,4.029157
1514593.04,-3635044.1,14.956578,4.030632
1514143.04,-3635034.1,18.494469,3.525754
1514153.04,-3635034.1,18.380422,3.531646
1514163.04,-3635034.1,18.2663,3.537615
1514173.04,-3635034.1,18.152119,3.543673
1514183.04,-3635034.1,18.037893,3.549833
1514193.04,-3635034.1,17.923636,3.55611
1514203.04,-3635034.1,17.809363,3.562515
1514213.04,-3635034.1,17.728332,3.56944
1514223.04,-3635034.1,17.909393,3.579849
1514233.04,-3635034.1,18.090474,3.591043
1514243.04,-3635034.1,18.271587,3.603025
1514253.04,-3635034.1,18.452744,3.615797
1514263.04,-3635034.1,18.633955,3.62936
1514273.04,-3635034.1,18.815233,3.643714
1514283.04,-3635034.1,18.996588,3.658857
1514293.04,-3635034.1,19.178034,3.674784
1514303.04,-3635034.1,19.359582,3.691492
1514313.04,-3635034.1,19.541551,3.709716
1514323.04,-3635034.1,19.726063,3.735342
1514333.04,-3635034.1,19.910715,3.763102
1514343.04,-3635034.1,20.095518,3.79295
1514353.04,-3635034.1,20.280486,3.824839
1514363.04,-3635034.1,20.465632,3.858717
1514373.04,-3635034.1,20.650969,3.894532
1514383.04,-3635034.1,20.836511,3.93223
1514393.04,-3635034.1,21.022269,3.971756
1514403.04,-3635034.1,21.208258,4.013054
1514413.04,-3635034.1,21.331219,4.049291
1514423.04,-3635034.1,20.955668,4.034629
1514433.04,-3635034.1,20.580386,4.023188
1514443.04,-3635034.1,20.205385,4.014994
1514453.04,-3635034.1,19.830679,4.010065
1514463.04,-3635034.1,19.456278,4.008412
1514473.04,-3635034.1,19.082194,4.010038
1514483.04,-3635034.1,18.708438,4.01494
1514493.04,-3635034.1,18.335021,4.023105
1514503.04,-3635034.1,17.961954,4.034515
1514513.04,-3635034.1,17.591518,4.046644
1514523.04,-3635034.1,17.239365,4.041071
1514533.04,-3635034.1,16.88759,4.036562
1514543.04,-3635034.1,16.5362,4.033124
1514553.04,-3635034.1,16.185203,4.030764
1514563.04,-3635034.1,15.834607,4.029487
1514573.04,-3635034.1,15.484418,4.029302
1514583.04,-3635034.1,15.134642,4.030212
1514593.04,-3635034.1,14.785286,4.032225
1514143.04,-3635024.1,18.460187,3.526783
1514153.04,-3635024.1,18.364672,3.533491
1514163.04,-3635024.1,18.269102,3.540217
1514173.04,-3635024.1,18.173494,3.546974
1514183.04,-3635024.1,18.077863,3.553774
1514193.04,-3635024.1,17.982225,3.560629
1514203.04,-3635024.1,17.886593,3.567553
1514213.04,-3635024.1,17.821336,3.574845
1514223.04,-3635024.1,17.995398,3.585103
1514233.04,-3635024.1,18.169504,3.596519
1514243.04,-3635024.1,18.343668,3.609092
1514253.04,-3635024.1,18.5179,3.62282
1514263.04,-3635024.1,18.692213,3.6377
1514273.04,-3635024.1,18.866618,3.653725
1514283.04,-3635024.1,19.041127,3.670887
1514293.04,-3635024.1,19.215751,3.689177
1514303.04,-3635024.1,19.390501,3.708584
1514313.04,-3635024.1,19.563367,3.729417
1514323.04,-3635024.1,19.720434,3.754191
1514333.04,-3635024.1,19.877663,3.780584
1514343.04,-3635024.1,20.035067,3.808566
1514353.04,-3635024.1,20.192657,3.838101
1514363.04,-3635024.1,20.350446,3.869156
1514373.04,-3635024.1,20.508446,3.901694
1514383.04,-3635024.1,20.666669,3.935678
1514393.04,-3635024.1,20.825128,3.97107
1514403.04,-3635024.1,20.983835,4.007832
1514413.04,-3635024.1,21.082478,4.039613
1514423.04,-3635024.1,20.705859,4.024176
1514433.04,-3635024.1,20.329524,4.012282
1514443.04,-3635024.1,19.953484,4.003961
1514453.04,-3635024.1,19.577751,3.999236
1514463.04,-3635024.1,19.202336,3.998119
1514473.04,-3635024.1,18.82725,4.000612
1514483.04,-3635024.1,18.452503,4.006709
1514493.04,-3635024.1,18.078106,4.016394
1514503.04,-3635024.1,17.704067,4.029642
1514513.04,-3635024.1,17.333977,4.043741
1514523.04,-3635024.1,16.992497,4.03885
1514533.04,-3635024.1,16.651403,4.035007
1514543.04,-3635024.1,16.310701,4.032217
1514553.04,-3635024.1,15.970399,4.030486
1514563.04,-3635024.1,15.630503,4.029821
1514573.04,-3635024.1,15.291021,4.030226
1514583.04,-3635024.1,14.951957,4.031708
1514593.04,-3635024.1,14.613317,4.03427
1514143.04,-3635014.1,18.424782,3.529657
1514153.04,-3635014.1,18.347816,3.537023
1514163.04,-3635014.1,18.270814,3.544419
1514173.04,-3635014.1,18.193796,3.551856
1514183.04,-3635014.1,18.116777,3.559345
1514193.04,-3635014.1,18.039774,3.566899
1514203.04,-3635014.1,17.962801,3.574528
1514213.04,-3635014.1,17.913335,3.58232
1514223.04,-3635014.1,18.080412,3.591706
1514233.04,-3635014.1,18.24756,3.602779
1514243.04,-3635014.1,18.414789,3.615533
1514253.04,-3635014.1,18.582113,3.62996
1514263.04,-3635014.1,18.749542,3.646049
1514273.04,-3635014.1,18.917088,3.663785
1514283.04,-3635014.1,19.084762,3.683153
1514293.04,-3635014.1,19.252576,3.704134
1514303.04,-3635014.1,19.42054,3.726704
1514313.04,-3635014.1,19.584314,3.750616
1514323.04,-3635014.1,19.713946,3.774114
1514333.04,-3635014.1,19.843763,3.798802
1514343.04,-3635014.1,19.973776,3.824658
1514353.04,-3635014.1,20.103997,3.851661
1514363.04,-3635014.1,20.234437,3.879789
1514373.04,-3635014.1,20.365108,3.909017
1514383.04,-3635014.1,20.496021,3.939321
1514393.04,-3635014.1,20.627188,3.970677
1514403.04,-3635014.1,20.75862,4.00306
1514413.04,-3635014.1,20.832952,4.030557
1514423.04,-3635014.1,20.455271,4.014233
1514433.04,-3635014.1,20.077888,4.001797
1514443.04,-3635014.1,19.700815,3.993286
1514453.04,-3635014.1,19.324063,3.988724
1514463.04,-3635014.1,18.94764,3.988125
1514473.04,-3635014.1,18.571558,3.99149
1514483.04,-3635014.1,18.195826,3.99881
1514493.04,-3635014.1,17.820453,4.010065
1514503.04,-3635014.1,17.445449,4.025223
1514513.04,-3635014.1,17.075712,4.041366
1514523.04,-3635014.1,16.744912,4.037125
1514533.04,-3635014.1,16.414504,4.033921
1514543.04,-3635014.1,16.084496,4.031758
1514553.04,-3635014.1,15.754895,4.030643
1514563.04,-3635014.1,15.425707,4.030581
1514573.04,-3635014.1,15.096938,4.031576
1514583.04,-3635014.1,14.768594,4.033634
1514593.04,-3635014.1,14.440678,4.036757
1514143.04,-3635004.1,18.388233,3.534368
1514153.04,-3635004.1,18.329832,3.542235
1514163.04,-3635004.1,18.271416,3.550213
1514173.04,-3635004.1,18.213005,3.558311
1514183.04,-3635004.1,18.154615,3.56654
1514193.04,-3635004.1,18.096264,3.574909
1514203.04,-3635004.1,18.037966,3.583429
1514213.04,-3635004.1,18.004307,3.591853
1514223.04,-3635004.1,18.164418,3.599653
1514233.04,-3635004.1,18.324622,3.60982
1514243.04,-3635004.1,18.484933,3.622346
1514253.04,-3635004.1,18.645363,3.637214
1514263.04,-3635004.1,18.805923,3.654404
1514273.04,-3635004.1,18.966624,3.673893
1514283.04,-3635004.1,19.127477,3.695651
1514293.04,-3635004.1,19.288494,3.719644
1514303.04,-3635004.1,19.449685,3.745835
1514313.04,-3635004.1,19.604379,3.773288
1514323.04,-3635004.1,19.706587,3.795093
1514333.04,-3635004.1,19.809003,3.81774
1514343.04,-3635004.1,19.911636,3.841217
1514353.04,-3635004.1,20.014498,3.86551
1514363.04,-3635004.1,20.117598,3.890607
1514373.04,-3635004.1,20.220949,3.916492
1514383.04,-3635004.1,20.32456,3.943151
1514393.04,-3635004.1,20.428443,3.97057
1514403.04,-3635004.1,20.532608,3.998732
1514413.04,-3635004.1,20.582636,4.022119
1514423.04,-3635004.1,20.203901,4.004797
1514433.04,-3635004.1,19.825478,3.991731
1514443.04,-3635004.1,19.447379,3.982963
1514453.04,-3635004.1,19.069613,3.978522
1514463.04,-3635004.1,18.692189,3.978422
1514473.04,-3635004.1,18.315118,3.982665
1514483.04,-3635004.1,17.938407,3.991236
1514493.04,-3635004.1,17.562066,4.004111
1514503.04,-3635004.1,17.186103,4.021248
1514513.04,-3635004.1,16.816725,4.039512
1514523.04,-3635004.1,16.496611,4.035887
1514533.04,-3635004.1,16.176897,4.033294
1514543.04,-3635004.1,15.857591,4.031738
1514553.04,-3635004.1,15.538698,4.031225
1514563.04,-3635004.1,15.220225,4.031758
1514573.04,-3635004.1,14.902177,4.033342
1514583.04,-3635004.1,14.584559,4.03598
1514593.04,-3635004.1,14.267375,4.039676
1514143.04,-3634994.1,18.350518,3.540907
1514153.04,-3634994.1,18.310699,3.549118
1514163.04,-3634994.1,18.270885,3.557589
1514173.04,-3634994.1,18.231098,3.566329
1514183.04,-3634994.1,18.191355,3.575346
1514193.04,-3634994.1,18.151674,3.584648
1514203.04,-3634994.1,18.112069,3.594242
1514213.04,-3634994.1,18.094235,3.603426
1514223.04,-3634994.1,18.247395,3.608932
1514233.04,-3634994.1,18.400673,3.617637
1514243.04,-3634994.1,18.554083,3.629528
1514253.04,-3634994.1,18.707634,3.644581
1514263.04,-3634994.1,18.86134,3.662768
1514273.04,-3634994.1,19.015212,3.684048
1514283.04,-3634994.1,19.169259,3.708377
1514293.04,-3634994.1,19.323493,3.735701
1514303.04,-3634994.1,19.477924,3.765961
1514313.04,-3634994.1,19.623549,3.797403
1514323.04,-3634994.1,19.698347,3.817108
1514333.04,-3634994.1,19.773373,3.837387
1514343.04,-3634994.1,19.848637,3.858234
1514353.04,-3634994.1,19.924149,3.879642
1514363.04,-3634994.1,19.999921,3.901605
1514373.04,-3634994.1,20.075961,3.924115
1514383.04,-3634994.1,20.15228,3.947164
1514393.04,-3634994.1,20.228888,3.970743
1514403.04,-3634994.1,20.305794,3.994843
1514413.04,-3634994.1,20.331527,4.014297
1514423.04,-3634994.1,19.951745,3.995864
1514433.04,-3634994.1,19.57229,3.982078
1514443.04,-3634994.1,19.193172,3.972987
1514453.04,-3634994.1,18.814401,3.968623
1514463.04,-3634994.1,18.435984,3.969004
1514473.04,-3634994.1,18.05793,3.974129
1514483.04,-3634994.1,17.680248,3.98398
1514493.04,-3634994.1,17.302946,3.998524
1514503.04,-3634994.1,16.926032,4.017712
1514513.04,-3634994.1,16.55702,4.03817
1514523.04,-3634994.1,16.247599,4.035127
1514533.04,-3634994.1,15.938587,4.033119
1514543.04,-3634994.1,15.629989,4.03215
1514553.04,-3634994.1,15.321812,4.032223
1514563.04,-3634994.1,15.014061,4.033344
1514573.04,-3634994.1,14.706741,4.035515
1514583.04,-3634994.1,14.399857,4.03874
1514593.04,-3634994.1,14.093413,4.04302
1514143.04,-3634984.1,18.311615,3.549262
1514153.04,-3634984.1,18.290394,3.557661
1514163.04,-3634984.1,18.269201,3.566539
1514173.04,-3634984.1,18.248056,3.575901
1514183.04,-3634984.1,18.226978,3.585753
1514193.04,-3634984.1,18.205984,3.596101
1514203.04,-3634984.1,18.18509,3.606949
1514213.04,-3634984.1,18.183098,3.617022
1514223.04,-3634984.1,18.329325,3.619536
1514233.04,-3634984.1,18.475695,3.626226
1514243.04,-3634984.1,18.622219,3.637077
1514253.04,-3634984.1,18.76891,3.652062
1514263.04,-3634984.1,18.915778,3.671139
1514273.04,-3634984.1,19.062835,3.69425
1514283.04,-3634984.1,19.210091,3.72133
1514293.04,-3634984.1,19.357557,3.752297
1514303.04,-3634984.1,19.505242,3.787064
1514313.04,-3634984.1,19.641814,3.822932
1514323.04,-3634984.1,19.689213,3.840138
1514333.04,-3634984.1,19.736862,3.857728
1514343.04,-3634984.1,19.784769,3.8757
1514353.04,-3634984.1,19.832944,3.894051
1514363.04,-3634984.1,19.881397,3.91278
1514373.04,-3634984.1,19.930137,3.931881
1514383.04,-3634984.1,19.979174,3.951353
1514393.04,-3634984.1,20.028517,3.971191
1514403.04,-3634984.1,20.078174,3.99139
1514413.04,-3634984.1,20.079621,4.007089
1514423.04,-3634984.1,19.698801,3.987432
1514433.04,-3634984.1,19.318323,3.972835
1514443.04,-3634984.1,18.938195,3.963353
1514453.04,-3634984.1,18.558426,3.959025
1514463.04,-3634984.1,18.179024,3.959867
1514473.04,-3634984.1,17.799996,3.965879
1514483.04,-3634984.1,17.421351,3.977036
1514493.04,-3634984.1,17.043096,3.993299
1514503.04,-3634984.1,16.665237,4.014607
1514513.04,-3634984.1,16.2966,4.037332
1514523.04,-3634984.1,15.99788,4.034839
1514533.04,-3634984.1,15.699576,4.033388
1514543.04,-3634984.1,15.401695,4.032984
1514553.04,-3634984.1,15.104241,4.03363
1514563.04,-3634984.1,14.80722,4.035331
1514573.04,-3634984.1,14.510637,4.038088
1514583.04,-3634984.1,14.214495,4.041904
1514593.04,-3634984.1,13.918799,4.04678
1514143.04,-3634974.1,18.271502,3.559421
1514153.04,-3634974.1,18.268897,3.567853
1514163.04,-3634974.1,18.266341,3.577049
1514173.04,-3634974.1,18.263856,3.587014
1514183.04,-3634974.1,18.261461,3.597748
1514193.04,-3634974.1,18.259173,3.609254
1514203.04,-3634974.1,18.257009,3.621533
1514213.04,-3634974.1,18.270877,3.632617
1514223.04,-3634974.1,18.410191,3.631453
1514233.04,-3634974.1,18.54967,3.635582
1514243.04,-3634974.1,18.689327,3.644994
1514253.04,-3634974.1,18.829174,3.659657
1514263.04,-3634974.1,18.969221,3.679518
1514273.04,-3634974.1,19.109481,3.704499
1514283.04,-3634974.1,19.249962,3.734506
1514293.04,-3634974.1,19.390674,3.769425
1514303.04,-3634974.1,19.531628,3.809128
1514313.04,-3634974.1,19.659161,3.849847
1514323.04,-3634974.1,19.679176,3.864166
1514333.04,-3634974.1,19.69946,3.878752
1514343.04,-3634974.1,19.720023,3.893607
1514353.04,-3634974.1,19.740873,3.908731
1514363.04,-3634974.1,19.76202,3.924125
1514373.04,-3634974.1,19.783472,3.939787
1514383.04,-3634974.1,19.805238,3.955716
1514393.04,-3634974.1,19.827326,3.971911
1514403.04,-3634974.1,19.849745,3.98837
1514413.04,-3634974.1,19.826915,4.000493
1514423.04,-3634974.1,19.445067,3.9795
1514433.04,-3634974.1,19.063575,3.964001
1514443.04,-3634974.1,18.682446,3.95406
1514453.04,-3634974.1,18.301689,3.949722
1514463.04,-3634974.1,17.92131,3.951007
1514473.04,-3634974.1,17.541317,3.957908
1514483.04,-3634974.1,17.161717,3.9704
1514493.04,-3634974.1,16.782516,3.988431
1514503.04,-3634974.1,16.403723,4.011928
1514513.04,-3634974.1,16.035468,4.036994
1514523.04,-3634974.1,15.747457,4.035016
1514533.04,-3634974.1,15.45987,4.034095
1514543.04,-3634974.1,15.172713,4.034235
1514553.04,-3634974.1,14.885991,4.03544
1514563.04,-3634974.1,14.599708,4.037712
1514573.04,-3634974.1,14.313869,4.041054
1514583.04,-3634974.1,14.028478,4.045467
1514593.04,-3634974.1,13.743537,4.050951
1514143.04,-3634964.1,18.08982,3.559934
1514153.04,-3634964.1,18.100913,3.567427
1514163.04,-3634964.1,18.112079,3.575909
1514173.04,-3634964.1,18.123338,3.585378
1514183.04,-3634964.1,18.13471,3.595836
1514193.04,-3634964.1,18.146213,3.607283
1514203.04,-3634964.1,18.157863,3.619718
1514213.04,-3634964.1,18.182852,3.631106
1514223.04,-3634964.1,18.311895,3.629652
1514233.04,-3634964.1,18.441128,3.633159
1514243.04,-3634964.1,18.570562,3.64162
1514253.04,-3634964.1,18.700208,3.655009
1514263.04,-3634964.1,18.830078,3.673282
1514273.04,-3634964.1,18.960182,3.696373
1514283.04,-3634964.1,19.09053,3.7242
1514293.04,-3634964.1,19.221132,3.756665
1514303.04,-3634964.1,19.351996,3.793654
1514313.04,-3634964.1,19.468968,3.831773
1514323.04,-3634964.1,19.474562,3.846137
1514333.04,-3634964.1,19.480445,3.860702
1514343.04,-3634964.1,19.486626,3.875468
1514353.04,-3634964.1,19.493114,3.890439
1514363.04,-3634964.1,19.499916,3.905613
1514373.04,-3634964.1,19.50704,3.920993
1514383.04,-3634964.1,19.514495,3.936577
1514393.04,-3634964.1,19.522289,3.952367
1514403.04,-3634964.1,19.530429,3.96836
1514413.04,-3634964.1,19.494426,3.98018
1514423.04,-3634964.1,19.108013,3.960557
1514433.04,-3634964.1,18.72197,3.946328
1514443.04,-3634964.1,18.336302,3.937552
1514453.04,-3634964.1,17.951018,3.934267
1514463.04,-3634964.1,17.566125,3.936489
1514473.04,-3634964.1,17.181628,3.944209
1514483.04,-3634964.1,16.797535,3.957398
1514493.04,-3634964.1,16.413851,3.976001
1514503.04,-3634964.1,16.030583,3.999946
1514513.04,-3634964.1,15.662517,4.025404
1514523.04,-3634964.1,15.41139,4.024194
1514533.04,-3634964.1,15.160695,4.023865
1514543.04,-3634964.1,14.910437,4.024421
1514553.04,-3634964.1,14.660621,4.025863
1514563.04,-3634964.1,14.411251,4.028195
1514573.04,-3634964.1,14.162331,4.031418
1514583.04,-3634964.1,13.913865,4.035536
1514593.04,-3634964.1,13.665855,4.040548
1514143.04,-3634954.1,17.847619,3.558289
1514153.04,-3634954.1,17.870346,3.564148
1514163.04,-3634954.1,17.893169,3.571195
1514173.04,-3634954.1,17.916108,3.579432
1514183.04,-3634954.1,17.939183,3.588856
1514193.04,-3634954.1,17.962412,3.599467
1514203.04,-3634954.1,17.985812,3.611264
1514213.04,-3634954.1,18.019932,3.622448
1514223.04,-3634954.1,18.137301,3.62229
1514233.04,-3634954.1,18.254882,3.626218
1514243.04,-3634954.1,18.372686,3.634229
1514253.04,-3634954.1,18.490726,3.646304
1514263.04,-3634954.1,18.609013,3.662411
1514273.04,-3634954.1,18.727555,3.682505
1514283.04,-3634954.1,18.846362,3.706529
1514293.04,-3634954.1,18.965444,3.734413
1514303.04,-3634954.1,19.08481,3.766079
1514313.04,-3634954.1,19.190588,3.798954
1514323.04,-3634954.1,19.187245,3.813978
1514333.04,-3634954.1,19.18421,3.829221
1514343.04,-3634954.1,19.181492,3.844686
1514353.04,-3634954.1,19.179099,3.860374
1514363.04,-3634954.1,19.177037,3.876285
1514373.04,-3634954.1,19.175316,3.89242
1514383.04,-3634954.1,19.173941,3.90878
1514393.04,-3634954.1,19.17292,3.925363
1514403.04,-3634954.1,19.172261,3.942169
1514413.04,-3634954.1,19.12778,3.95503
1514423.04,-3634954.1,18.735315,3.937929
1514433.04,-3634954.1,18.343233,3.925904
1514443.04,-3634954.1,17.95154,3.919002
1514453.04,-3634954.1,17.560242,3.917252
1514463.04,-3634954.1,17.169346,3.920663
1514473.04,-3634954.1,16.778857,3.929222
1514483.04,-3634954.1,16.388782,3.942898
1514493.04,-3634954.1,15.999126,3.96164
1514503.04,-3634954.1,15.609895,3.985378
1514513.04,-3634954.1,15.241942,4.010443
1514523.04,-3634954.1,15.038757,4.009792
1514533.04,-3634954.1,14.836013,4.009812
1514543.04,-3634954.1,14.633712,4.010505
1514553.04,-3634954.1,14.431861,4.011874
1514563.04,-3634954.1,14.230462,4.013923
1514573.04,-3634954.1,14.029519,4.016653
1514583.04,-3634954.1,13.829036,4.020067
1514593.04,-3634954.1,13.629015,4.024168
1514143.04,-3634944.1,17.604138,3.559473
1514153.04,-3634944.1,17.638517,3.563316
1514163.04,-3634944.1,17.673016,3.568574
1514173.04,-3634944.1,17.707656,3.575247
1514183.04,-3634944.1,17.742455,3.583336
1514193.04,-3634944.1,17.777432,3.592837
1514203.04,-3634944.1,17.812603,3.60375
1514213.04,-3634944.1,17.855875,3.614526
1514223.04,-3634944.1,17.961589,3.615624
1514233.04,-3634944.1,18.067539,3.620065
1514243.04,-3634944.1,18.173735,3.627845
1514253.04,-3634944.1,18.280188,3.638952
1514263.04,-3634944.1,18.386909,3.653363
1514273.04,-3634944.1,18.493908,3.671047
1514283.04,-3634944.1,18.601194,3.691966
1514293.04,-3634944.1,18.708775,3.71607
1514303.04,-3634944.1,18.81666,3.743307
1514313.04,-3634944.1,18.91126,3.771695
1514323.04,-3634944.1,18.898996,3.786499
1514333.04,-3634944.1,18.88706,3.801647
1514343.04,-3634944.1,18.875458,3.817139
1514353.04,-3634944.1,18.864198,3.832977
1514363.04,-3634944.1,18.853288,3.849158
1514373.04,-3634944.1,18.842734,3.865684
1514383.04,-3634944.1,18.832543,3.882552
1514393.04,-3634944.1,18.822721,3.89976
1514403.04,-3634944.1,18.813276,3.917306
1514413.04,-3634944.1,18.760328,3.931218
1514423.04,-3634944.1,18.361823,3.916612
1514433.04,-3634944.1,17.963714,3.906779
1514443.04,-3634944.1,17.566006,3.901756
1514453.04,-3634944.1,17.168705,3.901564
1514463.04,-3634944.1,16.771817,3.906206
1514473.04,-3634944.1,16.375346,3.915665
1514483.04,-3634944.1,15.9793,3.929908
1514493.04,-3634944.1,15.583682,3.948887
1514503.04,-3634944.1,15.188498,3.972535
1514513.04,-3634944.1,14.820666,3.99728
1514523.04,-3634944.1,14.665434,3.996799
1514533.04,-3634944.1,14.510649,3.996838
1514543.04,-3634944.1,14.356315,3.997398
1514553.04,-3634944.1,14.202437,3.998483
1514563.04,-3634944.1,14.049018,4.000095
1514573.04,-3634944.1,13.896062,4.002238
1514583.04,-3634944.1,13.743571,4.004915
1514593.04,-3634944.1,13.591548,4.008128
1514143.04,-3634934.1,17.35935,3.563486
1514153.04,-3634934.1,17.405403,3.564935
1514163.04,-3634934.1,17.4516,3.568051
1514173.04,-3634934.1,17.497962,3.572834
1514183.04,-3634934.1,17.544507,3.579285
1514193.04,-3634934.1,17.591253,3.587404
1514203.04,-3634934.1,17.638217,3.597186
1514213.04,-3634934.1,17.690663,3.607346
1514223.04,-3634934.1,17.784745,3.609662
1514233.04,-3634934.1,17.879084,3.614706
1514243.04,-3634934.1,17.973692,3.622476
1514253.04,-3634934.1,18.068579,3.632964
1514263.04,-3634934.1,18.163756,3.646154
1514273.04,-3634934.1,18.259232,3.662025
1514283.04,-3634934.1,18.355015,3.68055
1514293.04,-3634934.1,18.451113,3.701696
1514303.04,-3634934.1,18.547536,3.725426
1514313.04,-3634934.1,18.630976,3.75012
1514323.04,-3634934.1,18.609809,3.763804
1514333.04,-3634934.1,18.588987,3.778065
1514343.04,-3634934.1,18.568517,3.792899
1514353.04,-3634934.1,18.548407,3.808305
1514363.04,-3634934.1,18.528663,3.82428
1514373.04,-3634934.1,18.509291,3.840821
1514383.04,-3634934.1,18.490298,3.857924
1514393.04,-3634934.1,18.471689,3.875584
1514403.04,-3634934.1,18.45347,3.893796
1514413.04,-3634934.1,18.392069,3.908769
1514423.04,-3634934.1,17.987537,3.896626
1514433.04,-3634934.1,17.583413,3.88897
1514443.04,-3634934.1,17.179702,3.88583
1514453.04,-3634934.1,16.776409,3.887218
1514463.04,-3634934.1,16.37354,3.89313
1514473.04,-3634934.1,15.971099,3.90355
1514483.04,-3634934.1,15.569091,3.918441
1514493.04,-3634934.1,15.167522,3.937757
1514503.04,-3634934.1,14.766395,3.961433
1514513.04,-3634934.1,14.398695,3.985929
1514523.04,-3634934.1,14.291424,3.985227
1514533.04,-3634934.1,14.184608,3.984952
1514543.04,-3634934.1,14.078251,3.985106
1514553.04,-3634934.1,13.972357,3.985693
1514563.04,-3634934.1,13.866927,3.986716
1514573.04,-3634934.1,13.761966,3.988177
1514583.04,-3634934.1,13.657476,3.990081
1514593.04,-3634934.1,13.55346,3.992431
1514143.04,-3634924.1,17.113232,3.570323
1514153.04,-3634924.1,17.170981,3.569008
1514163.04,-3634924.1,17.228898,3.569632
1514173.04,-3634924.1,17.287004,3.572199
1514183.04,-3634924.1,17.345318,3.576714
1514193.04,-3634924.1,17.403857,3.583175
1514203.04,-3634924.1,17.462637,3.591581
1514213.04,-3634924.1,17.524279,3.600918
1514223.04,-3634924.1,17.606751,3.60441
1514233.04,-3634924.1,17.689503,3.610148
1514243.04,-3634924.1,17.772545,3.61813
1514253.04,-3634924.1,17.855888,3.62835
1514263.04,-3634924.1,17.939541,3.640798
1514273.04,-3634924.1,18.023514,3.655458
1514283.04,-3634924.1,18.107814,3.672312
1514293.04,-3634924.1,18.19245,3.691339
1514303.04,-3634924.1,18.277429,3.712511
1514313.04,-3634924.1,18.349729,3.734327
1514323.04,-3634924.1,18.319675,3.745982
1514333.04,-3634924.1,18.289985,3.758551
1514343.04,-3634924.1,18.260665,3.77203
1514353.04,-3634924.1,18.231721,3.786413
1514363.04,-3634924.1,18.203159,3.801695
1514373.04,-3634924.1,18.174985,3.81787
1514383.04,-3634924.1,18.147204,3.834928
1514393.04,-3634924.1,18.119822,3.852862
1514403.04,-3634924.1,18.092844,3.871662
1514413.04,-3634924.1,18.023003,3.887706
1514423.04,-3634924.1,17.612457,3.877992
1514433.04,-3634924.1,17.20233,3.872496
1514443.04,-3634924.1,16.792628,3.871238
1514453.04,-3634924.1,16.383356,3.874226
1514463.04,-3634924.1,15.974517,3.881451
1514473.04,-3634924.1,15.566117,3.89289
1514483.04,-3634924.1,15.15816,3.90851
1514493.04,-3634924.1,14.75065,3.928261
1514503.04,-3634924.1,14.343591,3.952085
1514513.04,-3634924.1,13.976033,3.976407
1514523.04,-3634924.1,13.916734,3.975087
1514533.04,-3634924.1,13.857898,3.974163
1514543.04,-3634924.1,13.799527,3.973636
1514553.04,-3634924.1,13.741625,3.97351
1514563.04,-3634924.1,13.684195,3.973788
1514573.04,-3634924.1,13.627239,3.974474
1514583.04,-3634924.1,13.57076,3.97557
1514593.04,-3634924.1,13.514761,3.977081
1514143.04,-3634914.1,16.865759,3.579973
1514153.04,-3634914.1,16.935227,3.57553
1514163.04,-3634914.1,17.004888,3.573319
1514173.04,-3634914.1,17.074763,3.57335
1514183.04,-3634914.1,17.14487,3.57563
1514193.04,-3634914.1,17.215226,3.580162
1514203.04,-3634914.1,17.285845,3.586945
1514213.04,-3634914.1,17.356709,3.59525
1514223.04,-3634914.1,17.427594,3.599877
1514233.04,-3634914.1,17.498781,3.606399
1514243.04,-3634914.1,17.57028,3.614815
1514253.04,-3634914.1,17.642101,3.62512
1514263.04,-3634914.1,17.714254,3.637306
1514273.04,-3634914.1,17.786745,3.651363
1514283.04,-3634914.1,17.859584,3.667279
1514293.04,-3634914.1,17.932777,3.685035
1514303.04,-3634914.1,18.006333,3.704614
1514313.04,-3634914.1,18.06751,3.724393
1514323.04,-3634914.1,18.02859,3.733105
