X,Y,pred,s
1514353.04,-3635124.1,20.01084,3.684062
1514363.04,-3635124.1,20.323412,3.722944
1514373.04,-3635124.1,20.635975,3.766865
1514383.04,-3635124.1,20.948553,3.815637
1514393.04,-3635124.1,21.261169,3.869064
1514403.04,-3635124.1,21.573849,3.926942
1514413.04,-3635124.1,21.816923,3.981164
1514423.04,-3635124.1,21.510718,3.975401
1514433.04,-3635124.1,21.204647,3.97047
1514443.04,-3635124.1,20.898732,3.966365
1514453.04,-3635124.1,20.592996,3.963078
1514463.04,-3635124.1,20.287458,3.960602
1514473.04,-3635124.1,19.98214,3.958932
1514483.04,-3635124.1,19.67706,3.958063
1514493.04,-3635124.1,19.372237,3.957992
1514503.04,-3635124.1,19.067688,3.958717
1514513.04,-3635124.1,18.765611,3.959522
1514523.04,-3635124.1,18.481045,3.95577
1514533.04,-3635124.1,18.196799,3.953332
1514543.04,-3635124.1,17.912885,3.952216
1514553.04,-3635124.1,17.629317,3.952429
1514563.04,-3635124.1,17.346106,3.95398
1514573.04,-3635124.1,17.063262,3.956877
1514583.04,-3635124.1,16.780794,3.961128
1514593.04,-3635124.1,16.498711,3.966742
1514143.04,-3635114.1,17.666016,3.473318
1514153.04,-3635114.1,17.61185,3.477934
1514163.04,-3635114.1,17.557446,3.482626
1514173.04,-3635114.1,17.50281,3.487422
1514183.04,-3635114.1,17.447943,3.492347
1514193.04,-3635114.1,17.392851,3.497425
1514203.04,-3635114.1,17.337537,3.502681
1514213.04,-3635114.1,17.30604,3.508192
1514223.04,-3635114.1,17.463786,3.51451
1514233.04,-3635114.1,17.621327,3.521312
1514243.04,-3635114.1,17.778671,3.528613
1514253.04,-3635114.1,17.935826,3.536425
1514263.04,-3635114.1,18.092802,3.544757
1514273.04,-3635114.1,18.249611,3.553614
1514283.04,-3635114.1,18.406266,3.563
1514293.04,-3635114.1,18.56278,3.572915
1514303.04,-3635114.1,18.71917,3.583355
1514313.04,-3635114.1,18.892521,3.594828
1514323.04,-3635114.1,19.20033,3.613636
1514333.04,-3635114.1,19.508069,3.637894
1514343.04,-3635114.1,19.815758,3.667485
1514353.04,-3635114.1,20.123418,3.702274
1514363.04,-3635114.1,20.43107,3.742105
1514373.04,-3635114.1,20.738738,3.786808
1514383.04,-3635114.1,21.046442,3.836203
1514393.04,-3635114.1,21.354206,3.890099
1514403.04,-3635114.1,21.662052,3.9483
1514413.04,-3635114.1,21.899461,4.002547
1514423.04,-3635114.1,21.580922,3.995595
1514433.04,-3635114.1,21.262531,3.989665
1514443.04,-3635114.1,20.94431,3.984752
1514453.04,-3635114.1,20.626279,3.980853
1514463.04,-3635114.1,20.308457,3.977961
1514473.04,-3635114.1,19.990864,3.976074
1514483.04,-3635114.1,19.673518,3.975188
1514493.04,-3635114.1,19.356437,3.975301
1514503.04,-3635114.1,19.039636,3.976411
1514513.04,-3635114.1,18.724416,3.977682
1514523.04,-3635114.1,18.419632,3.973496
1514533.04,-3635114.1,18.115173,3.970521
1514543.04,-3635114.1,17.811051,3.968765
1514553.04,-3635114.1,17.507278,3.968236
1514563.04,-3635114.1,17.203865,3.968941
1514573.04,-3635114.1,16.900821,3.970891
1514583.04,-3635114.1,16.598157,3.974092
1514593.04,-3635114.1,16.295881,3.978555
1514143.04,-3635104.1,17.887778,3.486887
1514153.04,-3635104.1,17.803707,3.491165
1514163.04,-3635104.1,17.719421,3.495612
1514173.04,-3635104.1,17.634924,3.500251
1514183.04,-3635104.1,17.550223,3.505106
1514193.04,-3635104.1,17.465322,3.510199
1514203.04,-3635104.1,17.380227,3.515552
1514213.04,-3635104.1,17.323615,3.521193
1514223.04,-3635104.1,17.492827,3.527315
1514233.04,-3635104.1,17.661865,3.533958
1514243.04,-3635104.1,17.830738,3.541136
1514253.04,-3635104.1,17.999455,3.548859
1514263.04,-3635104.1,18.168026,3.557135
1514273.04,-3635104.1,18.336463,3.565971
1514283.04,-3635104.1,18.504779,3.575369
1514293.04,-3635104.1,18.672986,3.585328
1514303.04,-3635104.1,18.841101,3.595848
1514313.04,-3635104.1,19.024315,3.607606
1514323.04,-3635104.1,19.327094,3.627978
1514333.04,-3635104.1,19.629833,3.653634
1514343.04,-3635104.1,19.932549,3.684458
1514353.04,-3635104.1,20.235262,3.720314
1514363.04,-3635104.1,20.537993,3.761051
1514373.04,-3635104.1,20.840762,3.806502
1514383.04,-3635104.1,21.143591,3.856492
1514393.04,-3635104.1,21.446499,3.910838
1514403.04,-3635104.1,21.749509,3.969349
1514413.04,-3635104.1,21.981251,4.023609
1514423.04,-3635104.1,21.650375,4.015409
1514433.04,-3635104.1,21.319662,4.008455
1514443.04,-3635104.1,20.989132,4.002745
1514453.04,-3635104.1,20.658805,3.998278
1514463.04,-3635104.1,20.328698,3.995051
1514473.04,-3635104.1,19.99883,3.993063
1514483.04,-3635104.1,19.669218,3.992311
1514493.04,-3635104.1,19.339879,3.992793
1514503.04,-3635104.1,19.010828,3.994507
1514513.04,-3635104.1,18.682466,3.996444
1514523.04,-3635104.1,18.357466,3.991615
1514533.04,-3635104.1,18.032796,3.987931
1514543.04,-3635104.1,17.708468,3.9854
1514553.04,-3635104.1,17.384494,3.98403
1514563.04,-3635104.1,17.060883,3.98383
1514573.04,-3635104.1,16.737645,3.984807
1514583.04,-3635104.1,16.41479,3.986972
1514593.04,-3635104.1,16.092325,3.990332
1514143.04,-3635094.1,18.108577,3.501381
1514153.04,-3635094.1,17.994622,3.505085
1514163.04,-3635094.1,17.880472,3.50911
1514173.04,-3635094.1,17.766134,3.513477
1514183.04,-3635094.1,17.651616,3.518208
1514193.04,-3635094.1,17.536923,3.523321
1514203.04,-3635094.1,17.422064,3.528836
1514213.04,-3635094.1,17.340352,3.5347
1514223.04,-3635094.1,17.521044,3.540509
1514233.04,-3635094.1,17.701593,3.546894
1514243.04,-3635094.1,17.882008,3.553865
1514253.04,-3635094.1,18.062297,3.561433
1514263.04,-3635094.1,18.242473,3.569605
1514273.04,-3635094.1,18.422546,3.578387
1514283.04,-3635094.1,18.602528,3.58778
1514293.04,-3635094.1,18.782435,3.597785
1514303.04,-3635094.1,18.962279,3.608401
1514313.04,-3635094.1,19.155359,3.620463
1514323.04,-3635094.1,19.453111,3.642322
1514333.04,-3635094.1,19.75085,3.669307
1514343.04,-3635094.1,20.048594,3.701302
1514353.04,-3635094.1,20.346361,3.738173
1514363.04,-3635094.1,20.64417,3.779771
1514373.04,-3635094.1,20.94204,3.825934
1514383.04,-3635094.1,21.239992,3.876492
1514393.04,-3635094.1,21.538043,3.931267
1514403.04,-3635094.1,21.836215,3.990078
1514413.04,-3635094.1,22.062289,4.044335
1514423.04,-3635094.1,21.719075,4.034828
1514433.04,-3635094.1,21.376039,4.026825
1514443.04,-3635094.1,21.033199,4.020328
1514453.04,-3635094.1,20.690575,4.015338
1514463.04,-3635094.1,20.348182,4.011854
1514473.04,-3635094.1,20.00604,4.009878
1514483.04,-3635094.1,19.664162,4.009408
1514493.04,-3635094.1,19.322566,4.010441
1514503.04,-3635094.1,18.981266,4.012977
1514513.04,-3635094.1,18.639764,4.015775
1514523.04,-3635094.1,18.294551,4.010099
1514533.04,-3635094.1,17.949674,4.005537
1514543.04,-3635094.1,17.605144,4.002099
1514553.04,-3635094.1,17.260971,3.999792
1514563.04,-3635094.1,16.917167,3.998625
1514573.04,-3635094.1,16.57374,3.998607
1514583.04,-3635094.1,16.230699,3.999748
1514593.04,-3635094.1,15.888051,4.002055
1514143.04,-3635084.1,18.328396,3.516781
1514153.04,-3635084.1,18.184575,3.519679
1514163.04,-3635084.1,18.04058,3.523109
1514173.04,-3635084.1,17.896418,3.527091
1514183.04,-3635084.1,17.7521,3.531642
1514193.04,-3635084.1,17.607633,3.536781
1514203.04,-3635084.1,17.463025,3.542523
1514213.04,-3635084.1,17.356229,3.548703
1514223.04,-3635084.1,17.548416,3.554086
1514233.04,-3635084.1,17.740489,3.560113
1514243.04,-3635084.1,17.932457,3.566796
1514253.04,-3635084.1,18.124331,3.574143
1514263.04,-3635084.1,18.31612,3.582162
1514273.04,-3635084.1,18.507838,3.590857
1514283.04,-3635084.1,18.699496,3.60023
1514293.04,-3635084.1,18.891107,3.61028
1514303.04,-3635084.1,19.082686,3.621007
1514313.04,-3635084.1,19.285637,3.633392
1514323.04,-3635084.1,19.578366,3.656659
1514333.04,-3635084.1,19.871108,3.684903
1514343.04,-3635084.1,20.163882,3.718008
1514353.04,-3635084.1,20.456704,3.755841
1514363.04,-3635084.1,20.749592,3.798256
1514373.04,-3635084.1,21.042564,3.845095
1514383.04,-3635084.1,21.335638,3.896193
1514393.04,-3635084.1,21.628833,3.951378
1514403.04,-3635084.1,21.922166,4.010474
1514413.04,-3635084.1,22.142572,4.064714
1514423.04,-3635084.1,21.787019,4.053842
1514433.04,-3635084.1,21.431659,4.044764
1514443.04,-3635084.1,21.07651,4.037487
1514453.04,-3635084.1,20.721589,4.032016
1514463.04,-3635084.1,20.366912,4.028353
1514473.04,-3635084.1,20.012495,4.026501
1514483.04,-3635084.1,19.658354,4.026458
1514493.04,-3635084.1,19.304502,4.028224
1514503.04,-3635084.1,18.950955,4.031796
1514513.04,-3635084.1,18.596316,4.035647
1514523.04,-3635084.1,18.230892,4.028921
1514533.04,-3635084.1,17.865811,4.023315
1514543.04,-3635084.1,17.501082,4.018839
1514553.04,-3635084.1,17.136717,4.0155
1514563.04,-3635084.1,16.772724,4.013308
1514573.04,-3635084.1,16.409112,4.012272
1514583.04,-3635084.1,16.04589,4.012402
1514593.04,-3635084.1,15.683065,4.013706
1514143.04,-3635074.1,18.547213,3.533066
1514153.04,-3635074.1,18.373545,3.53493
1514163.04,-3635074.1,18.199722,3.537596
1514173.04,-3635074.1,18.025756,3.54108
1514183.04,-3635074.1,17.851655,3.5454
1514193.04,-3635074.1,17.67743,3.55057
1514203.04,-3635074.1,17.50309,3.556605
1514213.04,-3635074.1,17.371225,3.563194
1514223.04,-3635074.1,17.574921,3.568036
1514233.04,-3635074.1,17.778531,3.57361
1514243.04,-3635074.1,17.982066,3.579923
1514253.04,-3635074.1,18.185535,3.586985
1514263.04,-3635074.1,18.388949,3.594802
1514273.04,-3635074.1,18.592321,3.603377
1514283.04,-3635074.1,18.795663,3.612712
1514293.04,-3635074.1,18.998987,3.622808
1514303.04,-3635074.1,19.202307,3.63366
1514313.04,-3635074.1,19.415134,3.646384
1514323.04,-3635074.1,19.702843,3.670982
1514333.04,-3635074.1,19.990594,3.700416
1514343.04,-3635074.1,20.2784,3.734569
1514353.04,-3635074.1,20.56628,3.773311
1514363.04,-3635074.1,20.854248,3.816499
1514373.04,-3635074.1,21.142323,3.863978
1514383.04,-3635074.1,21.430521,3.915587
1514393.04,-3635074.1,21.71886,3.97116
1514403.04,-3635074.1,22.007357,4.030528
1514413.04,-3635074.1,22.222094,4.084737
1514423.04,-3635074.1,21.854204,4.072438
1514433.04,-3635074.1,21.486521,4.062259
1514443.04,-3635074.1,21.119064,4.05421
1514453.04,-3635074.1,20.751847,4.048299
1514463.04,-3635074.1,20.384887,4.044533
1514473.04,-3635074.1,20.018198,4.042914
1514483.04,-3635074.1,19.651794,4.043444
1514493.04,-3635074.1,19.28569,4.04612
1514503.04,-3635074.1,18.919899,4.050937
1514513.04,-3635074.1,18.552125,4.056031
1514523.04,-3635074.1,18.166494,4.048057
1514533.04,-3635074.1,17.781212,4.041244
1514543.04,-3635074.1,17.396289,4.035601
1514553.04,-3635074.1,17.011735,4.031136
1514563.04,-3635074.1,16.627558,4.027861
1514573.04,-3635074.1,16.243767,4.025785
1514583.04,-3635074.1,15.860369,4.024918
1514593.04,-3635074.1,15.477373,4.025268
1514143.04,-3635064.1,18.590786,3.533776
1514153.04,-3635064.1,18.421244,3.536284
1514163.04,-3635064.1,18.251567,3.539457
1514173.04,-3635064.1,18.081767,3.543312
1514183.04,-3635064.1,17.911856,3.547863
1514193.04,-3635064.1,17.741844,3.553125
1514203.04,-3635064.1,17.571743,3.55911
1514213.04,-3635064.1,17.443486,3.565734
1514223.04,-3635064.1,17.64564,3.57225
1514233.04,-3635064.1,17.847734,3.579367
1514243.04,-3635064.1,18.049781,3.587093
1514253.04,-3635064.1,18.251791,3.595436
1514263.04,-3635064.1,18.453775,3.604402
1514273.04,-3635064.1,18.655745,3.613995
1514283.04,-3635064.1,18.857713,3.624218
1514293.04,-3635064.1,19.059691,3.63507
1514303.04,-3635064.1,19.261693,3.64655
1514313.04,-3635064.1,19.471029,3.659873
1514323.04,-3635064.1,19.737931,3.685442
1514333.04,-3635064.1,20.004899,3.715209
1514343.04,-3635064.1,20.271948,3.749072
1514353.04,-3635064.1,20.539093,3.78692
1514363.04,-3635064.1,20.806351,3.828632
1514373.04,-3635064.1,21.073737,3.874079
1514383.04,-3635064.1,21.341267,3.923129
1514393.04,-3635064.1,21.608957,3.975643
1514403.04,-3635064.1,21.876824,4.031481
1514413.04,-3635064.1,22.072769,4.082094
1514423.04,-3635064.1,21.700453,4.069108
1514433.04,-3635064.1,21.32836,4.058509
1514443.04,-3635064.1,20.956507,4.050312
1514453.04,-3635064.1,20.584907,4.04453
1514463.04,-3635064.1,20.213576,4.041168
1514473.04,-3635064.1,19.842527,4.040231
1514483.04,-3635064.1,19.471774,4.04172
1514493.04,-3635064.1,19.101331,4.045631
1514503.04,-3635064.1,18.731209,4.051956
1514513.04,-3635064.1,18.359766,4.058632
1514523.04,-3635064.1,17.975627,4.050818
1514533.04,-3635064.1,17.591844,4.044154
1514543.04,-3635064.1,17.208425,4.03865
1514553.04,-3635064.1,16.825381,4.034315
1514563.04,-3635064.1,16.44272,4.031158
1514573.04,-3635064.1,16.060449,4.029189
1514583.04,-3635064.1,15.678577,4.028417
1514593.04,-3635064.1,15.29711,4.028849
1514143.04,-3635054.1,18.559748,3.529249
1514153.04,-3635054.1,18.408688,3.53304
1514163.04,-3635054.1,18.257512,3.537231
1514173.04,-3635054.1,18.106234,3.541837
1514183.04,-3635054.1,17.954868,3.546873
1514193.04,-3635054.1,17.803425,3.552353
1514203.04,-3635054.1,17.651917,3.558289
1514213.04,-3635054.1,17.539387,3.564879
1514223.04,-3635054.1,17.734494,3.573418
1514233.04,-3635054.1,17.92957,3.582463
1514243.04,-3635054.1,18.124625,3.592022
1514253.04,-3635054.1,18.31967,3.602102
1514263.04,-3635054.1,18.514718,3.612709
1514273.04,-3635054.1,18.709778,3.623847
1514283.04,-3635054.1,18.904865,3.635517
1514293.04,-3635054.1,19.099989,3.647721
1514303.04,-3635054.1,19.295163,3.660458
1514313.04,-3635054.1,19.495368,3.674918
1514323.04,-3635054.1,19.734798,3.700948
1514333.04,-3635054.1,19.97432,3.730399
1514343.04,-3635054.1,20.213947,3.763192
1514353.04,-3635054.1,20.453694,3.799239
1514363.04,-3635054.1,20.693576,3.838446
1514373.04,-3635054.1,20.933607,3.880716
1514383.04,-3635054.1,21.173802,3.925946
1514393.04,-3635054.1,21.414177,3.974033
1514403.04,-3635054.1,21.654747,4.024871
1514413.04,-3635054.1,21.82636,4.070526
1514423.04,-3635054.1,21.452961,4.057089
1514433.04,-3635054.1,21.079801,4.046295
1514443.04,-3635054.1,20.706895,4.038161
1514453.04,-3635054.1,20.334256,4.032702
1514463.04,-3635054.1,19.961897,4.029927
1514473.04,-3635054.1,19.589833,4.029838
1514483.04,-3635054.1,19.218075,4.032435
1514493.04,-3635054.1,18.846636,4.037713
1514503.04,-3635054.1,18.475527,4.045661
1514513.04,-3635054.1,18.104415,4.054078
1514523.04,-3635054.1,17.730934,4.047043
1514533.04,-3635054.1,17.357814,4.041124
1514543.04,-3635054.1,16.985067,4.036328
1514553.04,-3635054.1,16.612699,4.032666
1514563.04,-3635054.1,16.24072,4.030144
1514573.04,-3635054.1,15.869138,4.028771
1514583.04,-3635054.1,15.497958,4.028555
1514593.04,-3635054.1,15.127188,4.029503
1514143.04,-3635044.1,18.527649,3.526575
1514153.04,-3635044.1,18.395087,3.531494
1514163.04,-3635044.1,18.26243,3.536618
1514173.04,-3635044.1,18.129692,3.541959
1514183.04,-3635044.1,17.996887,3.547532
1514193.04,-3635044.1,17.864029,3.553349
1514203.04,-3635044.1,17.731131,3.559425
1514213.04,-3635044.1,17.634342,3.566115
1514223.04,-3635044.1,17.822419,3.575952
